Algorithm,time,n,m,scenario
binary_search,2.19345092773e-05,17702,5900,aaa
binary_search,2.00271606445e-05,8861,2953,random
binary_search,2.09808349609e-05,17722,5906,aaa
binary_search,2.38418579102e-05,8871,2956,random
binary_search,2.78949737549e-05,17742,5912,aaa
binary_search,2.40802764893e-05,8881,2960,random
binary_search,2.50339508057e-05,17762,5920,aaa
binary_search,2.59876251221e-05,8891,2963,random
binary_search,2.31266021729e-05,17782,5926,aaa
binary_search,2.00271606445e-05,8901,2966,random
binary_search,2.31266021729e-05,17802,5932,aaa
binary_search,1.8835067749e-05,8911,2970,random
binary_search,2.38418579102e-05,17822,5940,aaa
binary_search,1.97887420654e-05,8921,2973,random
binary_search,2.50339508057e-05,17842,5946,aaa
binary_search,2.09808349609e-05,8931,2976,random
binary_search,2.31266021729e-05,17862,5952,aaa
binary_search,2.38418579102e-05,8941,2980,random
binary_search,2.38418579102e-05,17882,5960,aaa
binary_search,1.78813934326e-05,8951,2983,random
binary_search,2.28881835938e-05,17902,5966,aaa
binary_search,1.69277191162e-05,8961,2986,random
binary_search,2.00271606445e-05,17922,5972,aaa
binary_search,1.78813934326e-05,8971,2990,random
binary_search,2.38418579102e-05,17942,5980,aaa
binary_search,1.78813934326e-05,8981,2993,random
binary_search,1.90734863281e-05,17962,5986,aaa
binary_search,2.09808349609e-05,8991,2996,random
binary_search,2.31266021729e-05,17982,5992,aaa
binary_search,2.00271606445e-05,9001,3000,random
binary_search,3.09944152832e-05,18002,6000,aaa
binary_search,2.00271606445e-05,9011,3003,random
binary_search,2.21729278564e-05,18022,6006,aaa
binary_search,1.78813934326e-05,9021,3006,random
binary_search,2.40802764893e-05,18042,6012,aaa
binary_search,2.00271606445e-05,9031,3010,random
binary_search,3.00407409668e-05,18062,6020,aaa
binary_search,4.19616699219e-05,9041,3013,random
binary_search,2.38418579102e-05,18082,6026,aaa
binary_search,1.97887420654e-05,9051,3016,random
binary_search,2.59876251221e-05,18102,6032,aaa
binary_search,3.00407409668e-05,9061,3020,random
binary_search,3.81469726562e-05,18122,6040,aaa
binary_search,2.00271606445e-05,9071,3023,random
binary_search,2.78949737549e-05,18142,6046,aaa
binary_search,3.00407409668e-05,9081,3026,random
binary_search,2.98023223877e-05,18162,6052,aaa
binary_search,3.31401824951e-05,9091,3030,random
binary_search,2.50339508057e-05,18182,6060,aaa
binary_search,2.00271606445e-05,9101,3033,random
binary_search,2.40802764893e-05,18202,6066,aaa
binary_search,4.00543212891e-05,9111,3036,random
binary_search,2.88486480713e-05,18222,6072,aaa
binary_search,2.00271606445e-05,9121,3040,random
binary_search,2.78949737549e-05,18242,6080,aaa
binary_search,2.50339508057e-05,9131,3043,random
binary_search,2.69412994385e-05,18262,6086,aaa
binary_search,2.09808349609e-05,9141,3046,random
binary_search,4.00543212891e-05,18282,6092,aaa
binary_search,3.31401824951e-05,9151,3050,random
binary_search,2.40802764893e-05,18302,6100,aaa
binary_search,2.00271606445e-05,9161,3053,random
binary_search,2.38418579102e-05,18322,6106,aaa
binary_search,1.90734863281e-05,9171,3056,random
binary_search,2.50339508057e-05,18342,6112,aaa
binary_search,2.59876251221e-05,9181,3060,random
binary_search,2.50339508057e-05,18362,6120,aaa
binary_search,2.09808349609e-05,9191,3063,random
binary_search,2.47955322266e-05,18382,6126,aaa
binary_search,1.90734863281e-05,9201,3066,random
binary_search,2.28881835938e-05,18402,6132,aaa
binary_search,2.21729278564e-05,9211,3070,random
binary_search,2.40802764893e-05,18422,6140,aaa
binary_search,1.90734863281e-05,9221,3073,random
binary_search,2.31266021729e-05,18442,6146,aaa
binary_search,2.09808349609e-05,9231,3076,random
binary_search,2.50339508057e-05,18462,6152,aaa
binary_search,4.6968460083e-05,9241,3080,random
binary_search,4.2200088501e-05,18482,6160,aaa
binary_search,2.19345092773e-05,9251,3083,random
binary_search,4.19616699219e-05,18502,6166,aaa
binary_search,1.90734863281e-05,9261,3086,random
binary_search,2.40802764893e-05,18522,6172,aaa
binary_search,3.31401824951e-05,9271,3090,random
binary_search,3.69548797607e-05,18542,6180,aaa
binary_search,3.09944152832e-05,9281,3093,random
binary_search,2.69412994385e-05,18562,6186,aaa
binary_search,3.00407409668e-05,9291,3096,random
binary_search,2.59876251221e-05,18582,6192,aaa
binary_search,2.121925354e-05,9301,3100,random
binary_search,2.47955322266e-05,18602,6200,aaa
binary_search,2.69412994385e-05,9311,3103,random
binary_search,2.50339508057e-05,18622,6206,aaa
binary_search,2.00271606445e-05,9321,3106,random
binary_search,2.21729278564e-05,18642,6212,aaa
binary_search,2.00271606445e-05,9331,3110,random
binary_search,2.28881835938e-05,18662,6220,aaa
binary_search,2.00271606445e-05,9341,3113,random
binary_search,2.19345092773e-05,18682,6226,aaa
binary_search,1.8835067749e-05,9351,3116,random
binary_search,2.69412994385e-05,18702,6232,aaa
binary_search,1.78813934326e-05,9361,3120,random
binary_search,2.28881835938e-05,18722,6240,aaa
binary_search,2.98023223877e-05,9371,3123,random
binary_search,2.47955322266e-05,18742,6246,aaa
binary_search,1.8835067749e-05,9381,3126,random
binary_search,2.28881835938e-05,18762,6252,aaa
binary_search,2.09808349609e-05,9391,3130,random
binary_search,2.40802764893e-05,18782,6260,aaa
binary_search,2.21729278564e-05,9401,3133,random
binary_search,2.47955322266e-05,18802,6266,aaa
binary_search,2.09808349609e-05,9411,3136,random
binary_search,2.31266021729e-05,18822,6272,aaa
binary_search,2.00271606445e-05,9421,3140,random
binary_search,2.40802764893e-05,18842,6280,aaa
binary_search,2.00271606445e-05,9431,3143,random
binary_search,2.59876251221e-05,18862,6286,aaa
binary_search,2.00271606445e-05,9441,3146,random
binary_search,2.40802764893e-05,18882,6292,aaa
binary_search,2.09808349609e-05,9451,3150,random
binary_search,2.38418579102e-05,18902,6300,aaa
binary_search,2.00271606445e-05,9461,3153,random
binary_search,2.38418579102e-05,18922,6306,aaa
binary_search,2.98023223877e-05,9471,3156,random
binary_search,2.69412994385e-05,18942,6312,aaa
binary_search,1.90734863281e-05,9481,3160,random
binary_search,2.50339508057e-05,18962,6320,aaa
binary_search,2.00271606445e-05,9491,3163,random
binary_search,2.50339508057e-05,18982,6326,aaa
binary_search,2.00271606445e-05,9501,3166,random
binary_search,2.19345092773e-05,19002,6332,aaa
binary_search,2.19345092773e-05,9511,3170,random
binary_search,2.50339508057e-05,19022,6340,aaa
binary_search,2.09808349609e-05,9521,3173,random
binary_search,2.50339508057e-05,19042,6346,aaa
binary_search,2.00271606445e-05,9531,3176,random
binary_search,2.09808349609e-05,19062,6352,aaa
binary_search,2.90870666504e-05,9541,3180,random
binary_search,3.00407409668e-05,19082,6360,aaa
binary_search,2.28881835938e-05,9551,3183,random
binary_search,2.59876251221e-05,19102,6366,aaa
binary_search,2.00271606445e-05,9561,3186,random
binary_search,3.31401824951e-05,19122,6372,aaa
binary_search,2.09808349609e-05,9571,3190,random
binary_search,2.38418579102e-05,19142,6380,aaa
binary_search,1.8835067749e-05,9581,3193,random
binary_search,2.38418579102e-05,19162,6386,aaa
binary_search,2.00271606445e-05,9591,3196,random
binary_search,2.38418579102e-05,19182,6392,aaa
binary_search,1.8835067749e-05,9601,3200,random
binary_search,2.40802764893e-05,19202,6400,aaa
binary_search,2.00271606445e-05,9611,3203,random
binary_search,2.38418579102e-05,19222,6406,aaa
binary_search,1.90734863281e-05,9621,3206,random
binary_search,2.19345092773e-05,19242,6412,aaa
binary_search,2.00271606445e-05,9631,3210,random
binary_search,2.40802764893e-05,19262,6420,aaa
binary_search,2.09808349609e-05,9641,3213,random
binary_search,2.47955322266e-05,19282,6426,aaa
binary_search,2.09808349609e-05,9651,3216,random
binary_search,2.40802764893e-05,19302,6432,aaa
binary_search,2.00271606445e-05,9661,3220,random
binary_search,3.00407409668e-05,19322,6440,aaa
binary_search,2.00271606445e-05,9671,3223,random
binary_search,2.28881835938e-05,19342,6446,aaa
binary_search,1.90734863281e-05,9681,3226,random
binary_search,2.78949737549e-05,19362,6452,aaa
binary_search,2.00271606445e-05,9691,3230,random
binary_search,2.50339508057e-05,19382,6460,aaa
binary_search,3.60012054443e-05,9701,3233,random
binary_search,2.28881835938e-05,19402,6466,aaa
binary_search,2.19345092773e-05,9711,3236,random
binary_search,2.50339508057e-05,19422,6472,aaa
binary_search,2.00271606445e-05,9721,3240,random
binary_search,3.19480895996e-05,19442,6480,aaa
binary_search,2.59876251221e-05,9731,3243,random
binary_search,2.40802764893e-05,19462,6486,aaa
binary_search,2.09808349609e-05,9741,3246,random
binary_search,2.47955322266e-05,19482,6492,aaa
binary_search,2.09808349609e-05,9751,3250,random
binary_search,2.40802764893e-05,19502,6500,aaa
binary_search,2.00271606445e-05,9761,3253,random
binary_search,2.31266021729e-05,19522,6506,aaa
binary_search,2.00271606445e-05,9771,3256,random
binary_search,2.28881835938e-05,19542,6512,aaa
binary_search,2.50339508057e-05,9781,3260,random
binary_search,4.19616699219e-05,19562,6520,aaa
binary_search,3.09944152832e-05,9791,3263,random
binary_search,2.50339508057e-05,19582,6526,aaa
binary_search,2.09808349609e-05,9801,3266,random
binary_search,2.50339508057e-05,19602,6532,aaa
binary_search,2.19345092773e-05,9811,3270,random
binary_search,2.40802764893e-05,19622,6540,aaa
binary_search,2.00271606445e-05,9821,3273,random
binary_search,2.09808349609e-05,19642,6546,aaa
binary_search,2.00271606445e-05,9831,3276,random
binary_search,5.48362731934e-05,19662,6552,aaa
binary_search,2.98023223877e-05,9841,3280,random
binary_search,2.40802764893e-05,19682,6560,aaa
binary_search,3.88622283936e-05,9851,3283,random
binary_search,2.69412994385e-05,19702,6566,aaa
binary_search,3.19480895996e-05,9861,3286,random
binary_search,2.28881835938e-05,19722,6572,aaa
binary_search,2.00271606445e-05,9871,3290,random
binary_search,5.48362731934e-05,19742,6580,aaa
binary_search,2.19345092773e-05,9881,3293,random
binary_search,2.59876251221e-05,19762,6586,aaa
binary_search,2.28881835938e-05,9891,3296,random
binary_search,2.50339508057e-05,19782,6592,aaa
binary_search,2.21729278564e-05,9901,3300,random
binary_search,2.47955322266e-05,19802,6600,aaa
binary_search,2.00271606445e-05,9911,3303,random
binary_search,4.2200088501e-05,19822,6606,aaa
binary_search,3.2901763916e-05,9921,3306,random
binary_search,4.60147857666e-05,19842,6612,aaa
binary_search,1.81198120117e-05,9931,3310,random
binary_search,3.38554382324e-05,19862,6620,aaa
binary_search,2.09808349609e-05,9941,3313,random
binary_search,2.50339508057e-05,19882,6626,aaa
binary_search,2.19345092773e-05,9951,3316,random
binary_search,2.69412994385e-05,19902,6632,aaa
binary_search,3.00407409668e-05,9961,3320,random
binary_search,3.31401824951e-05,19922,6640,aaa
binary_search,2.21729278564e-05,9971,3323,random
binary_search,3.19480895996e-05,19942,6646,aaa
binary_search,2.59876251221e-05,9981,3326,random
binary_search,5.48362731934e-05,19962,6652,aaa
binary_search,2.31266021729e-05,9991,3330,random
binary_search,2.88486480713e-05,19982,6660,aaa
